Month,Day,Year,ReleaseEvent,TagSite,Species,TL,RewardTag1,RewardTag2,Radio.Tag.Frequency,Code,Combined,Group,Notes,Lat,Long,MortalitySignal,GroupMovement,SignalStrength,Flight,TournamentRelease ,TJ,ReportedTourneyRelease,ReleaseRamp,ManuallyTracked
7,17,2023,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,Started Manual Tracking,33.93196,-85.96777,A,A,,,,,,,Y
8,4,2023,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.93303,-85.96148,A,A,,,,,,,Y
8,27,2023,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.9301,-85.97649,A,A,,,,,,,Y
9,10,2023,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.93007,-85.97686,A,A,,,,,,,Y
9,25,2023,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.93004,-85.97647,D,A,,,,,,,Y
10,9,2023,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.93006,-85.97695,D,D,,,,,,,Y
10,23,2023,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,Stopped Manual Tracking,33.93,-85.97654,D,D,,,,,,,Y
11,3,2023,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,DRY LAND,33.93037,-85.97705333,D,D,132,,,,,,N
3,8,2024,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.93321667,-85.97798833,D,D,106,,,,,,N
3,29,2024,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.93288833,-85.97788833,D,D,106,,,,,,N
4,20,2024,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.93452667,-85.97821333,D,D,103,,,,,,N
5,3,2024,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.93267667,-85.97962167,A,D,94,,,,,,N
5,15,2024,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.932675,-85.97788333,D,D,106,,,,,,N
5,29,2024,2,47,LMB,530,21,,150.222,I-17,150.222I-17,U,,33.93240333,-85.97925833,D,D,101,,,,,,N
12,5,2022,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.94844029,-85.95134739,A,A,,,,,,,Y
1,28,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.94815,-85.95213333,A,A,118,,,,,,N
3,9,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.945445,-85.95285833,A,A,104,,,,,,N
4,13,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.94409,-85.95231167,A,A,,,,,,,Y
5,1,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.94391,-85.95212,A,A,,,,,,,Y
5,8,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.9439,-85.95104,A,A,,,,,,,Y
5,25,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.94396,-85.95257,A,A,,,,,,,Y
6,6,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.94369,-85.95101,A,A,,,,,,,Y
6,22,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,"CAUGHT on 6/24/23, CL, TJ",33.944,-85.95204,A,A,,,,,,,Y
6,24,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,"6/24/23, CL, TJ",34.010097,-85.997069,A,A,,,Y,Y,,CL,Y
7,7,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97872,-85.99521,D,A,,,Y,Y,,CL,Y
7,18,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97875,-85.9952,D,D,,,Y,Y,,CL,Y
8,4,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97871,-85.99524,D,D,,,Y,Y,,CL,Y
8,27,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97874,-85.9952,D,D,,,Y,Y,,CL,Y
9,11,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97875,-85.9952,D,D,,,Y,Y,,CL,Y
9,25,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97871,-85.99522,D,D,,,Y,Y,,CL,Y
10,9,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97872,-85.99522,D,D,,,Y,Y,,CL,Y
10,23,2023,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,"Tag on dry land on 11/3/2023, removed",33.97866,-85.99517,D,D,,,Y,Y,,CL,Y
3,7,2024,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.979565,-85.99657833,D,D,125,Y,Y,Y,,CL,N
3,8,2024,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97551,-85.99569,D,D,93,,Y,Y,,CL,N
4,20,2024,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97356,-85.99302667,D,D,101,,Y,Y,,CL,N
5,3,2024,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97783333,-86,D,D,95,,Y,Y,,CL,N
5,15,2024,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97920167,-85.99834667,D,D,105,,Y,Y,,CL,N
5,29,2024,2,45,LMB,482,1450,NA,150.222,I-18,150.222I-18,U,,33.97482167,-85.99520667,D,D,96,,Y,Y,,CL,N
12,5,2022,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.93360177,-85.95417948,A,A,,,,,,,Y
3,9,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.93574833,-85.97852,A,A,130,,,,,,N
4,1,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,"4/1/2023 CL, REPORTED",34.010097,-85.997069,A,A,,,Y,,Y,CL,Y
4,13,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,34.01024833,-85.99723833,A,A,,,Y,,Y,CL,Y
4,30,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,34.00563,-85.99939,A,A,,,Y,,Y,CL,Y
5,9,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,34.00677,-86.00029,A,A,,,Y,,Y,CL,Y
5,25,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,34.00717,-86.0002,A,A,,,Y,,Y,CL,Y
6,6,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,34.00473,-86.00079,A,A,,,Y,,Y,CL,Y
6,21,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,34.01098,-85.99826,A,A,,,Y,,Y,CL,Y
7,7,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.99562,-85.99997,A,A,,,Y,,Y,CL,Y
7,18,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,34.00264,-85.99958,A,A,,,Y,,Y,CL,Y
8,4,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98996,-85.9985,A,A,,,Y,,Y,CL,Y
8,27,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98951,-85.99807,A,A,,,Y,,Y,CL,Y
9,11,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98981,-85.99855,A,A,,,Y,,Y,CL,Y
9,25,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98941,-85.99835,A,A,,,Y,,Y,CL,Y
10,9,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98924,-85.99852,A,A,,,Y,,Y,CL,Y
10,23,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98982,-85.99854,A,A,,,Y,,Y,CL,Y
11,3,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98989,-85.9986,A,A,,,Y,,Y,CL,Y
11,17,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.99004,-85.99802,A,A,,,Y,,Y,CL,Y
12,4,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.99187,-85.99718,A,A,,,Y,,Y,CL,Y
12,19,2023,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.99018,-85.99828,A,A,,,Y,,Y,CL,Y
1,4,2024,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98989,-85.99851,A,A,,,Y,,Y,CL,Y
1,26,2024,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.99364,-85.99596,A,A,,,Y,,Y,CL,Y
2,10,2024,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98987,-85.99857,A,A,,,Y,,Y,CL,Y
2,24,2024,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98942,-85.99827,A,A,,,Y,,Y,CL,Y
3,7,2024,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.992175,-85.99791,A,A,113,Y,Y,,Y,CL,N
3,8,2024,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.98982,-85.99815,A,A,,,Y,,Y,CL,Y
3,29,2024,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.99191,-85.99707,A,A,,,Y,,Y,CL,Y
4,20,2024,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.99211,-85.99675,A,A,,,Y,,Y,CL,Y
5,3,2024,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.99067,-85.99796,A,A,,,Y,,Y,CL,Y
5,29,2024,2,47,LMB,385,16,15,150.222,I-19,150.222I-19,U,,33.9899,-85.99797,A,A,,,Y,,Y,CL,Y
12,8,2022,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.99031712,-86.00200125,A,A,,,,,,,Y
2,23,2023,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.98475333,-86,D,A,97,,,,,,N
3,9,2023,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.98545,-85.99965,A,D,93,,,,,,N
4,13,2023,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.98399167,-86,D,D,,,,,,,Y
5,9,2023,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.98601,-85.99884,D,D,,,,,,,Y
5,25,2023,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,Stopped Manual Tracking,33.98603,-85.99878,D,D,,,,,,,Y
6,21,2023,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.982435,-85.99955,A,D,88,,,,,,N
7,18,2023,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.98553333,-85.99894833,D,D,108,,,,,,N
8,4,2023,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.987105,-85.99960333,D,D,90,,,,,,N
8,27,2023,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.98705,-85.99992333,A,D,91,,,,,,N
11,3,2023,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.98639167,-86,A,D,109,,,,,,N
3,8,2024,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.986025,-85.99967833,D,D,116,,,,,,N
5,3,2024,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.98684167,-85.999255,D,D,101,,,,,,N
5,29,2024,2,198,ALB,389,5007,5008,150.222,I-20,150.222I-20,U,,33.98684,-86.00077333,D,D,89,,,,,,N
1,6,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87898657,-86.0409414,A,A,,,,,,,Y
1,29,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87183833,-86.06005833,A,A,116,,,,,,N
2,23,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87162667,-86.05826333,A,A,116,,,,,,N
3,9,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87093833,-86.05786667,A,A,133,,,,,,N
4,12,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87090333,-86.05734833,A,A,,,,,,,Y
4,30,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87077,-86.05821,A,A,,,,,,,Y
5,8,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87069,-86.0585,A,A,,,,,,,Y
5,24,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87075,-86.05839,A,A,,,,,,,Y
6,5,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87086,-86.05768,A,A,,,,,,,Y
6,22,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87089,-86.05773,A,A,,,,,,,Y
7,6,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87088,-86.05786,A,A,,,,,,,Y
7,17,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87089,-86.05784,A,A,,,,,,,Y
8,4,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.87225,-86.05527,D,A,,,,,,,Y
11,3,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,,33.8725,-86.05513,A,D,,,,,,,Y
11,16,2023,2,70,ALB,432,4293,4294,150.222,I-21,150.222I-21,L,Removed,33.87257,-86.0552,D,D,,,,,,,Y
1,6,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,33.86006546,-86.08628868,A,A,,,,,,,Y
1,29,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,33.86208833,-86.08207167,A,A,125,,,,,,N
2,23,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,33.86043667,-86.09080667,A,A,120,,,,,,N
3,9,2022,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,33.86078167,-86.09008167,A,A,115,,,,,,N
4,12,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,33.85973833,-86.08943833,A,A,,,,,,,Y
4,30,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,"Big move to Coosa Landing, caught?",34.0107,-85.99664,A,A,,,,,,,Y
5,9,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01295,-85.99364,A,A,,,,,,,Y
5,25,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01305,-85.96755,A,A,,,,,,,Y
6,6,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01318,-85.96749,A,A,,,,,,,Y
6,21,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01256,-85.96694,A,A,,,,,,,Y
7,7,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01273,-85.96716,A,A,,,,,,,Y
7,18,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01268,-85.96716,D,A,,,,,,,Y
8,4,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01275,-85.96717,A,D,,,,,,,Y
8,27,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01266,-85.96705,D,D,,,,,,,Y
9,11,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,Stopped Manual Tracking,34.01271,-85.96711,D,D,,,,,,,Y
9,25,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01235167,-85.96745167,A,D,119,,,,,,N
10,9,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01282833,-85.96834833,D,D,113,,,,,,N
10,23,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01374,-85.969675,D,D,110,,,,,,N
11,3,2023,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01495667,-85.97144167,D,D,102,,,,,,N
3,8,2024,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01274667,-85.96786167,D,D,127,,,,,,N
4,20,2024,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01235333,-85.96776833,D,D,126,,,,,,N
5,3,2024,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01332,-85.96918333,D,D,104,,,,,,N
5,29,2024,2,123,ALB,425,1757,NA,150.222,I-22,150.222I-22,L,,34.01282333,-85.96826833,D,D,110,,,,,,N
1,6,2023,2,197,ALB,490,4299,4297,150.222,I-23,150.222I-23,U,,33.9918068,-86.01125551,A,A,,,,,,,Y
1,28,2023,2,197,ALB,490,4299,4297,150.222,I-23,150.222I-23,U,,34.00075333,-86.00055167,A,A,119,,,,,,N
2,23,2023,2,197,ALB,490,4299,4297,150.222,I-23,150.222I-23,U,,33.99222167,-85.99971333,A,A,94,,,,,,N
3,11,2023,2,197,ALB,490,4299,4297,150.222,I-23,150.222I-23,U,,34.00094833,-86.00078833,A,A,120,,,,,,N
1,4,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86473746,-86.07221174,A,A,,,,,,,Y
1,29,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86516833,-86.06650167,A,A,113,,,,,,N
3,9,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.864465,-86.07746667,A,A,113,,,,,,N
4,12,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.865365,-86.06867333,A,A,105,,,,,,N
4,30,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86562833,-86.06809,D,A,110,,,,,,N
5,8,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86530667,-86.06799167,D,D,106,,,,,,N
5,24,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86581167,-86.06773833,D,D,101,,,,,,N
6,5,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86545333,-86.06934167,D,D,99,,,,,,N
6,22,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86810833,-86.06923333,D,D,91,,,,,,N
7,6,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.865695,-86.06932667,D,D,100,,,,,,N
7,17,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.866295,-86.06932333,D,D,95,,,,,,N
8,3,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86575667,-86.06937,D,D,102,,,,,,N
8,26,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86548667,-86.06825,D,D,105,,,,,,N
9,10,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86506167,-86.066275,D,D,100,,,,,,N
9,24,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86523833,-86.06763167,D,D,106,,,,,,N
10,8,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86596833,-86.06827667,D,D,105,,,,,,N
10,22,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86583667,-86.06860333,D,D,108,,,,,,N
11,3,2023,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86560833,-86.07317,D,D,108,,,,,,N
4,20,2024,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86498833,-86.06552333,D,D,105,,,,,,N
5,3,2024,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86555833,-86.06845333,D,D,104,,,,,,N
5,15,2024,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.8651,-86.068935,D,D,120,,,,,,N
5,29,2024,2,122,ALB,406,4184,4183,150.222,I-24,150.222I-24,,,33.86476833,-86.06666667,D,D,99,,,,,,N
1,2,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.79843895,-86.05704445,A,A,,,,,,,Y
1,29,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.79662833,-86.06169333,A,A,115,,,,,,N
2,22,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.79572333,-86.06152167,A,A,127,,,,,,N
3,9,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.78688333,-86.05397,A,A,97,,,,,,N
4,13,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.86319833,-86.07890333,A,A,120,,,,,,N
4,30,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.83724333,-86.06106333,A,A,97,,,,,,N
5,8,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,Started Manual Tracking,33.85447,-86.05249,A,A,,,,,,,Y
5,24,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.86856,-86.09581,D,A,,,,,,,Y
6,22,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.86889,-86.09544,D,D,,,,,,,Y
7,6,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,Stopped Manual Tracking,33.86878,-86.09559,D,D,,,,,,,Y
7,17,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.869,-86.09638,D,D,109,,,,,,N
8,3,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.86772833,-86.09593667,A,D,101,,,,,,N
8,26,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.86938333,-86.09881333,D,D,92,,,,,,N
9,10,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.868745,-86.094525,D,D,111,,,,,,N
9,24,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.86882167,-86.09480333,D,D,108,,,,,,N
10,8,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.868405,-86.099545,D,D,98,,,,,,N
11,3,2023,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.86841,-86.101305,D,D,93,,,,,,N
5,15,2024,2,88,ALB,490,2417,,150.222,I-26,150.222I-26,L,,33.86843333,-86.09635833,D,D,116,,,,,,N
12,7,2022,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.99581705,-85.99383139,A,A,,,,,,,Y
1,28,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98982833,-85.99851167,A,A,119,,,,,,N
2,23,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.99491333,-85.99479333,A,A,134,,,,,,N
3,11,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.97926,-85.99970667,A,A,127,,,,,,N
4,12,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98934,-85.99888167,A,A,,,,,,,Y
5,9,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98977,-85.99858,D,A,,,,,,,Y
5,25,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,Stopped Manual Tracking,33.98988,-85.99861,D,D,,,,,,,Y
6,6,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98997,-85.99858667,D,D,101,,,,,,N
6,21,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.99196667,-85.99657333,D,D,89,,,,,,N
7,7,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98988833,-85.99858167,D,D,118,,,,,,N
7,18,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.989495,-85.99918167,D,D,109,,,,,,N
8,4,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98994,-85.99852,D,D,131,,,,,,N
8,27,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98955,-85.99915667,D,D,108,,,,,,N
9,11,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98991333,-85.99855667,D,D,131,,,,,,N
9,25,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.989865,-85.99857667,D,D,134,,,,,,N
10,9,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98994167,-85.99853667,D,D,133,,,,,,N
10,23,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98932167,-85.99881,D,D,117,,,,,,N
11,3,2023,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98986667,-85.99862667,A,D,135,,,,,,N
3,8,2024,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98974667,-85.99816167,D,D,103,,,,,,N
4,20,2024,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.99001667,-85.998465,D,D,133,,,,,,N
5,3,2024,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98979833,-85.99861333,D,D,96,,,,,,N
5,15,2024,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.99072167,-85.99777667,D,D,133,,,,,,N
5,29,2024,2,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,,33.98979333,-85.998855,D,D,75,,,,,,N
12,9,2022,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.79982434,-86.07441521,A,A,,,,,,,Y
1,29,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.791005,-86.075705,A,A,114,,,,,,N
2,22,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.803885,-86.07441,A,A,126,,,,,,N
3,8,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80352667,-86.072805,A,A,129,,,,,,N
4,12,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80317,-86.07278,A,A,,,,,,,Y
4,29,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.8039,-86.07486,A,A,,,,,,,Y
5,8,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80337,-86.07385,A,A,,,,,,,Y
5,24,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80357,-86.07425,A,A,,,,,,,Y
6,5,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80149,-86.06668,A,A,,,,,,,Y
6,21,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80286,-86.07128,A,A,,,,,,,Y
7,6,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80261,-86.07127,A,A,,,,,,,Y
7,17,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80328,-86.07097,A,A,,,,,,,Y
8,3,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80273,-86.07114,A,A,,,,,,,Y
8,26,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80293,-86.07121,A,A,,,,,,,Y
9,10,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80359,-86.07025,A,A,,,,,,,Y
9,24,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80352,-86.06976,A,A,,,,,,,Y
10,8,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.81473,-86.03738,A,A,,,,,,,Y
10,22,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80344,-86.07393,A,A,,,,,,,Y
11,4,2023,2,99,LMB,431,5043,NA,150.222,J-34,150.222J-34,L,,33.80305,-86.0723,A,A,,,,,,,Y
